quiz,item,type,carry_forward,objectives,stem,options,answer,rationale,source
session-09-quiz,4,multi-select,no,3.2.2,Which statements about Azure Policy are correct? (Select all that apply.),"A. Policy can prevent noncompliant resources from being created | B. Policy assignments are inherited by resources within the assigned scope | C. Policy can automatically remediate some noncompliant configurations, such as adding a missing required tag | D. Policy replaces the need for Azure RBAC | E. Resources can be marked as exceptions to a policy","A, B, C, E","Policy can block noncompliant creation, inherits through scope, can remediate some configurations such as a missing tag, and supports exceptions. D is false — Policy governs resource configuration, RBAC governs who may act.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/3-describe-purpose-azure-policy
session-09-quiz,5,single,no,3.2.3,"A team must ensure a production resource group cannot be deleted by accident, while still allowing engineers to update the resources inside it. What should they apply?",A. A ReadOnly lock on the resource group | B. A Delete lock on the resource group | C. The Reader role at resource group scope | D. An Azure Policy denying all write operations,B,A Delete lock lets authorized users read and modify but not delete. A ReadOnly lock would also block the updates engineers need. The Reader role would restrict those users entirely rather than protecting the group from everyone.,https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/4-describe-purpose-resource-locks
session-09-quiz,6,single,no,3.2.3,A ReadOnly lock is applied to a resource. What can authorized users do?,"A. Read, update, and delete the resource | B. Read the resource, but not update or delete it | C. Nothing; the resource becomes inaccessible | D. Update the resource but not delete it",B,ReadOnly permits reading only; it is comparable to restricting all authorized users to Reader-level permissions on that resource.,https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/4-describe-purpose-resource-locks
session-09-quiz,7,single,no,3.2.3,You are an Owner of a subscription and need to delete a resource that has a Delete lock applied. What must happen first?,"A. Nothing; Owner permissions override resource locks | B. The lock must be removed, because locks apply regardless of RBAC permissions | C. An Azure Policy exception must be created | D. The resource must be moved to another resource group",B,"Locks apply regardless of RBAC permissions. Even an Owner must remove the lock first, which is the two-step process that makes locks effective against accidents.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/4-describe-purpose-resource-locks
session-09-quiz,8,single,no,3.2.1,What is the purpose of Microsoft Purview?,"A. To provide a unified view of your data estate for data governance, risk, and compliance, including automated discovery, sensitive data classification, and end-to-end lineage | B. To detect and respond to security threats against virtual machines | C. To estimate the cost of Azure resources before deployment | D. To deploy Azure resources from declarative templates",A,"Purview is a family of data governance, risk, and compliance solutions giving a unified view of the data estate, with automated discovery, sensitive data classification, and end-to-end lineage across on-premises, multicloud, and SaaS data.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/2-describe-purpose-microsoft-purview
session-09-quiz,9,single,no,3.2.1,Which requirement is the best fit for Microsoft Purview rather than for Azure Policy?,"A. Ensuring all new storage accounts are deployed only in approved regions | B. Finding where sensitive data is stored across on-premises, multicloud, and SaaS data, and tracing its lineage | C. Preventing accidental deletion of a production resource group | D. Notifying the finance team when spend passes 80% of budget",B,"Locating sensitive data across a whole data estate and tracing lineage is Purview's unified data governance role. A is Azure Policy, C is a resource lock, D is a Cost Management budget alert.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/2-describe-purpose-microsoft-purview
session-09-quiz,10,single,yes,2.1.7,An organization wants one policy to apply to all 20 of its subscriptions without assigning it 20 times. Where should the policy be assigned?,A. On each resource group | B. At the management group containing the subscriptions | C. On the Microsoft Entra tenant only | D. On a single representative subscription,B,"Assigning at the management group means every subscription beneath it inherits the policy, which is the reason management groups exist.",https://learn.microsoft.com/en-us/training/modules/describe-core-architectural-components-of-azure/6-describe-azure-management-infrastructure
session-09-quiz,11,single,yes,2.4.5,"Which tool answers the question ""what is this user allowed to do in this subscription,"" as opposed to ""is this resource configured correctly""?",A. Azure Policy | B. Azure RBAC | C. Resource locks | D. Microsoft Purview,B,RBAC governs who may perform which actions at which scope. Policy governs what configurations are allowed; locks prevent change or deletion; Purview governs data.,https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/6-role-based-access-control
session-09-quiz,12,single,yes,3.1.4,"A governance standard requires that every new resource carry an `Owner` tag, and that the tag be restored if someone removes it. What enforces this?",A. A resource lock | B. Azure Policy | C. Microsoft Cost Management budgets | D. Azure RBAC role assignment,B,"Azure Policy can require tags on new resources and reapply tags that have been removed. Tags are not inherited, so policy enforcement is how organizations keep them consistent.",https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/7-describe-purpose-of-tags
session-10-quiz,1,single,no,3.3.1,Which statement about the Azure portal is correct?,"A. It is a downloadable desktop application for Windows only | B. It is a web-based console for building, managing, and monitoring Azure resources, with support for custom dashboards | C. It requires Azure PowerShell to be installed locally | D. It is available in a single datacenter, so portal outages affect all customers globally",B,"The portal is a web-based unified console with custom dashboards and accessibility options, and it maintains a presence in every Azure datacenter so it is resilient to individual datacenter failures.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/2-describe-interacting-azure
session-10-quiz,2,single,no,3.3.2,What is Azure Cloud Shell?,"A. A browser-based shell, authenticated to your Azure credentials, that supports both Azure PowerShell and the Azure CLI | B. A local terminal emulator you install on Windows, macOS, or Linux | C. A remote desktop session into an Azure virtual machine | D. A cost analysis view in the Azure portal",A,"Cloud Shell is browser-based with no local installation, is already authenticated to your credentials and permissions, and supports both Azure PowerShell and the Azure CLI.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/2-describe-interacting-azure
session-10-quiz,3,single,no,3.3.2,What is the real difference between the Azure CLI and Azure PowerShell?,"A. The CLI can only read; PowerShell can write | B. They are functionally equivalent, differing mainly in command syntax | C. The CLI works only on Linux; PowerShell works only on Windows | D. PowerShell runs in Cloud Shell; the CLI does not",B,"Both call the same Azure APIs with equivalent capability; the CLI uses Bash-style commands and Azure PowerShell uses cmdlets. Both install on Windows, Linux, and macOS, and both run in Cloud Shell.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/2-describe-interacting-azure
session-10-quiz,4,single,no,3.3.3,"An operations team must apply consistent Azure Policy assignments and inventory tracking to servers in their own datacenter and Kubernetes clusters running in another public cloud, managing everything from Azure. Which service enables this?",A. Azure Migrate | B. Azure Arc | C. Azure Virtual Desktop | D. Azure Monitor,B,"Azure Arc works with Azure Resource Manager to project non-Azure resources into Azure, delivering consistent governance and management across hybrid and multicloud estates. Azure Migrate moves workloads; it does not govern them in place.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/3-describe-purpose-of-azure-arc
session-10-quiz,5,multi-select,no,3.3.3,Which resource types can Azure Arc currently manage outside of Azure? (Select all that apply.),A. Servers | B. Kubernetes clusters | C. SQL Server | D. Azure data services | E. Azure subscriptions,"A, B, C, D","Arc currently manages servers, Kubernetes clusters, Azure data services, SQL Server, and virtual machines (in preview) outside Azure. Subscriptions are an Azure construct, not an Arc-managed resource type.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/3-describe-purpose-of-azure-arc
session-10-quiz,6,single,no,3.3.4,What does infrastructure as code mean?,A. Writing application source code that runs on cloud infrastructure | B. Managing and provisioning infrastructure through code and templates instead of manual configuration | C. Storing infrastructure diagrams in a source control repository | D. Running scripted health checks against deployed resources,B,"Infrastructure as code means managing infrastructure through code and templates rather than manual configuration, starting with CLI or PowerShell and growing into repeatable template-based deployments.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/4-describe-azure-resource-manager-azure-arm-templates
session-10-quiz,7,single,no,3.3.5,Which statement about Azure Resource Manager is correct?,"A. Only the Azure portal communicates with Resource Manager; CLI and PowerShell bypass it | B. Every request from the portal, CLI, PowerShell, SDKs, and APIs goes through Resource Manager, which authenticates and authorizes it before passing it to the service | C. Resource Manager is a monitoring service for application telemetry | D. Resource Manager is only used for template deployments",B,"Resource Manager is the deployment and management layer for Azure. Every tool, API, and SDK request passes through it and is authenticated and authorized there, which is why results are consistent across interfaces.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/4-describe-azure-resource-manager-azure-arm-templates
session-10-quiz,8,multi-select,no,3.3.5,Which are benefits of using ARM templates? (Select all that apply.),A. Declarative syntax that defines what to deploy rather than how to deploy it | B. Repeatable results when the same template is reused across environments | C. Automatic handling of resource dependency order and parallel deployment | D. Guaranteed lower cost for the deployed resources | E. Modularity through reusable and nested templates,"A, B, C, E","Declarative syntax, repeatable results, orchestration of dependency order and parallel deployment, modularity, and extensibility are the stated benefits. Templates do not change resource pricing.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/4-describe-azure-resource-manager-azure-arm-templates
session-10-quiz,9,single,no,3.3.4 3.3.5,"A team deploys the same environment to development, test, and production and needs the resources created in the correct dependency order every time, with no manual steps. Which approach fits best?",A. Screenshot the portal configuration and repeat it manually | B. Deploy from an ARM template | C. Run ad hoc CLI commands from a chat log | D. Use a resource lock on the production resource group,B,"An ARM template describes the desired end state; Azure validates it, then creates resources in the correct order and in parallel where possible. That is exactly the repeatability requirement.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/4-describe-azure-resource-manager-azure-arm-templates
session-10-quiz,10,single,yes,2.2.4,"A team must host a web application with automatic scaling and no operating system to manage, and deploy it continuously from a Git repository. Which service fits best?",A. Azure Virtual Machines | B. Azure App Service | C. Azure Data Box | D. Azure Cloud Shell,B,"App Service provides managed hosting with automatic scaling, high availability, and automated deployment from GitHub, Azure DevOps, or any Git repo, with no OS to manage.",https://learn.microsoft.com/en-us/training/modules/describe-azure-compute-networking-services/7-describe-application-hosting-options
session-10-quiz,11,single,yes,3.2.2 3.2.3,Which combination correctly matches the requirement to the tool?,A. Restrict deployments to approved regions → resource lock; prevent accidental deletion → Azure Policy | B. Restrict deployments to approved regions → Azure Policy; prevent accidental deletion → resource lock | C. Both requirements → Azure RBAC | D. Both requirements → Azure Arc,B,"Policy governs which configurations are permitted, including allowed locations; locks prevent deletion or modification. Option A reverses them.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/3-describe-purpose-azure-policy
session-10-quiz,12,single,yes,3.2.3,"You apply a ReadOnly lock to a resource group, then try to deploy a new resource into it from an ARM template. What happens?","A. The deployment succeeds, because template deployments bypass locks | B. The deployment fails, because a ReadOnly lock prevents updates to the locked scope until the lock is removed | C. The deployment succeeds but the new resource is created without tags | D. The deployment succeeds only if run from Cloud Shell",B,"ReadOnly blocks updates to the locked scope for all authorized users, and locks apply regardless of how the request arrives or which role the caller holds. The lock must be removed first.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/4-describe-purpose-resource-locks
session-11-quiz,1,single,no,3.4.1,What does Azure Advisor do?,"A. Reports whether Azure itself is experiencing an outage | B. Evaluates your Azure resources and makes recommendations to improve reliability, security, performance, operational excellence, and cost | C. Collects and queries log and metric data from your resources | D. Estimates the cost of resources before you deploy them",B,"Advisor evaluates your resources and recommends improvements, acting as a personalized best-practices guide in the portal, with actions you can take, postpone, or dismiss. A is Service Health, C is Azure Monitor, D is the pricing calculator.",https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/2-describe-purpose-of-azure-advisor
session-11-quiz,2,multi-select,no,3.4.1,Which are Azure Advisor recommendation categories? (Select all that apply.),A. Reliability | B. Security | C. Performance | D. Operational Excellence | E. Cost,"A, B, C, D, E","Advisor has five categories: Reliability, Security, Performance, Operational Excellence, and Cost. All five options are correct, which is the point of the item.",https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/2-describe-purpose-of-azure-advisor
session-11-quiz,3,single,no,3.4.2,"A virtual machine in your subscription is unreachable and you need to know whether the problem is on Azure's side or yours, for that specific VM. Which view should you check?",A. Azure Status | B. Service Health | C. Resource Health | D. Application Insights,C,Resource Health zooms in on an individual resource and reports whether it is running normally and whether the issue is on Azure's side or yours.,https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/3-describe-azure-service-health
session-11-quiz,4,single,no,3.4.2,You hear reports of a widespread outage and want a global picture of Azure health across all services and regions. Which view should you check?,A. Azure Status | B. Service Health | C. Resource Health | D. Azure Advisor,A,Azure Status gives the global picture across all services and regions. Service Health narrows to your services; Resource Health narrows to one resource.,https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/3-describe-azure-service-health
session-11-quiz,5,single,no,3.4.2,Which information does Service Health show that Azure Status does not?,"A. Outages, planned maintenance, and health advisories specific to the services and regions you actually use, with alerting | B. The global health of every Azure service in every region | C. Application request rates and response times | D. Estimated monthly spend by resource group",A,"Because you are signed in, Service Health knows which services and regions matter to you and shows relevant outages, planned maintenance, and health advisories, with alerts you can configure.",https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/3-describe-azure-service-health
session-11-quiz,6,matching,no,3.4.3,"(Match each need to the Azure Monitor capability that fits: Log Analytics, Azure Monitor alerts, Application Insights.)","i. Write and run a query against collected data to find all errors in the last hour | ii. Be notified when a virtual machine's CPU stays above 80 percent, with the notification routed to an on-call group | iii. Track a web application's request rates, response times, failure rates, and dependency calls","i–Log Analytics, ii–Azure Monitor alerts, iii–Application Insights",Log Analytics is where you write and run queries against data Azure Monitor collected; alerts fire on a condition and route notification through an action group; Application Insights monitors application performance and usage including dependencies and availability tests. Score one point per pair.,https://learn.microsoft.com/en-us/training/modules/describe-monitoring-tools-azure/4-describe-azure-monitor
session-11-quiz,7,matching,yes,3.1.1 3.1.2 3.1.3 3.1.4,"*(Domain 3 checkpoint — cost management.)* (Match each need to the right capability: the pricing calculator, Microsoft Cost Management cost analysis, budgets with alerts, tags.)","i. Estimate what a proposed design will cost in two candidate regions before deploying it | ii. See where spend has already accrued, broken down by subscription, resource group, or service | iii. Be notified when spending crosses a defined threshold, and optionally trigger automation | iv. Attach the metadata that makes cost reports answer ""which cost center"" and ""which environment""","i–pricing calculator, ii–cost analysis, iii–budgets with alerts, iv–tags",The pricing calculator estimates before deployment; cost analysis reports accrued spend; budgets alert at thresholds and can trigger automation; tags supply the metadata cost reports group by. Fractional credit.,https://learn.microsoft.com/en-us/training/modules/describe-cost-management-azure/3-compare-pricing-total-cost-of-ownership-calculators
session-11-quiz,8,yes-no,yes,3.2.1 3.2.2 3.2.3,"*(Domain 3 checkpoint — governance and compliance.)* (For each statement, answer yes or no.)","i. Azure Policy can prevent a noncompliant resource from being created, and also evaluates resources that already existed. | ii. A Delete lock allows authorized users to read and update a resource but not delete it. | iii. Microsoft Purview's purpose is to discover and classify data across your estate and trace its lineage. | iv. A subscription Owner can delete a resource that has a Delete lock applied, without removing the lock.","i–yes, ii–yes, iii–yes, iv–no","Only iv is false: locks apply regardless of RBAC, so even an Owner must remove the lock first. Fractional credit.",https://learn.microsoft.com/en-us/training/modules/describe-features-tools-azure-for-governance-compliance/3-describe-purpose-azure-policy
session-11-quiz,9,matching,yes,3.3.1 3.3.2 3.3.3 3.3.4 3.3.5,"*(Domain 3 checkpoint — managing and deploying.)* (Match each need to the right option: Azure portal, Azure Cloud Shell, Azure Arc, infrastructure as code, ARM template.)","i. A browser-based shell, already authenticated to your credentials, supporting both Azure PowerShell and the Azure CLI | ii. Govern servers in your own datacenter and Kubernetes clusters in another cloud from Azure | iii. A declarative JSON file describing the resources to deploy, which Azure validates and orchestrates | iv. The practice of managing infrastructure through code and templates rather than manual configuration | v. A web console with custom dashboards for building, managing, and monitoring resources","i–Azure Cloud Shell, ii–Azure Arc, iii–ARM template, iv–infrastructure as code, v–Azure portal",Each option maps to exactly one need. Note the distinction between the practice (infrastructure as code) and the artifact (an ARM template). Fractional credit.,https://learn.microsoft.com/en-us/training/modules/describe-features-tools-manage-deploy-azure-resources/2-describe-interacting-azure
session-11-quiz,10,multi-select,yes,1.1.2,"For an application hosted on an IaaS virtual machine, which responsibilities are the customer's? (Select all that apply.)",A. Operating system patching | B. Physical datacenter security | C. The data stored by the application | D. Identity and access configuration | E. Maintenance of the physical network,"A, C, D","On IaaS the customer owns the operating system and above, plus data and identity in every model. Physical datacenter and physical network are always the provider's.",https://learn.microsoft.com/en-us/training/modules/describe-cloud-compute/4-describe-shared-responsibility-model
session-11-quiz,11,single,yes,2.2.5,"An organization needs a private, dedicated connection from its datacenter to Azure that does not traverse the public internet. Which option meets the requirement?",A. Site-to-site VPN | B. Point-to-site VPN | C. Azure ExpressRoute | D. Virtual network peering,C,"ExpressRoute provides private connectivity that bypasses the public internet. Both VPN types cross the internet inside an encrypted tunnel; peering connects virtual networks, not on-premises datacenters.",https://learn.microsoft.com/en-us/training/modules/describe-azure-networking-services/4-expressroute
session-11-quiz,12,single,yes,2.4.6,"Which action best reflects the Zero Trust principle of ""assume breach""?",A. Trusting all traffic originating inside the corporate network | B. Segmenting access and verifying end-to-end encryption to limit the impact of a compromise | C. Requiring a password of at least 16 characters | D. Publishing all applications through a single public endpoint,B,"Assume breach means limiting potential impact, segmenting access, verifying end-to-end encryption, and using analytics for visibility and detection. A is the perimeter assumption Zero Trust rejects.",https://learn.microsoft.com/en-us/training/modules/describe-azure-identity-access-security/7-describe-zero-trust-model
